x,y,z
3.059999999999999526e-02,4.500000000000000111e-01,-2.448704468873986843e-03
3.059999999999999526e-02,4.500000000000000111e-01,1.224352234436994723e-03
3.059999999999999526e-02,4.500000000000000111e-01,4.897408937747975421e-03
2.970000000000000070e-02,5.250000000000000222e-01,-5.941709373003058875e-03
2.970000000000000070e-02,5.250000000000000222e-01,-2.376683749201222856e-03
2.970000000000000070e-02,5.250000000000000222e-01,1.188341874600612729e-03
2.970000000000000070e-02,5.250000000000000222e-01,4.753367498402447447e-03
2.879999999999999921e-02,6.000000000000000888e-01,-5.761657573821147606e-03
2.879999999999999921e-02,6.000000000000000888e-01,-2.304663029528458435e-03
2.879999999999999921e-02,6.000000000000000888e-01,1.152331514764230519e-03
2.879999999999999921e-02,6.000000000000000888e-01,4.609326059056918605e-03
2.789999999999999772e-02,6.750000000000000444e-01,-5.581605774639236336e-03
2.789999999999999772e-02,6.750000000000000444e-01,-2.232642309855694014e-03
2.789999999999999772e-02,6.750000000000000444e-01,1.116321154927848308e-03
2.789999999999999772e-02,6.750000000000000444e-01,4.465284619711388896e-03
2.699999999999999969e-02,7.500000000000000000e-01,-5.401553975457325935e-03
2.699999999999999969e-02,7.500000000000000000e-01,-2.160621590182930027e-03
2.699999999999999969e-02,7.500000000000000000e-01,1.080310795091466098e-03
2.699999999999999969e-02,7.500000000000000000e-01,4.321243180365860921e-03
2.609999999999999820e-02,8.250000000000000666e-01,-5.221502176275414665e-03
2.609999999999999820e-02,8.250000000000000666e-01,-2.088600870510165606e-03
